"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4597","Verify launch page has 1 button","firefox","2026-04-02","passed","2026-04-02","Launch Page - Non Functional Test Cases","features\Launch.feature.spec.js","",""
"","4225","Verify Deleting From the End of an Array sub title is present","chromium","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","4159","Verify Search the Array link navigates to Question 1 page","firefox","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","4434","Example #4","webkit","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases > Validate alert when unregistered user selects from dropdown","features\Home.feature.spec.js","",""
"","2656","Login with empty fields","chromium","2026-04-02","passed","2026-04-02","Sign In Page","features\Login.feature.spec.js","",""
"","2943","Verify logged in user can access Tree page","webkit","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases","features\Home.feature.spec.js","",""
"","2302","Login with unregistered username and unregistered password","chromium","2026-04-02","passed","2026-04-02","Sign In Page","features\Login.feature.spec.js","",""
"","3524","Verify Find Numbers with Even Digits link navigates to Question 3 page","webkit","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","5055","Verify Insertion in Lists sub title is present","webkit","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","11288","Login with unregistered username and unregistered password","firefox","2026-04-02","passed","2026-04-02","Sign In Page","features\Login.feature.spec.js","",""
"","7935","Verify Applications of Array link is present","webkit","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","3254","Verify Arrays in Python link navigates to correct page","chromium","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","3794","Verify Squares of a Sorted Array link navigates to Question 4 page","webkit","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","10089","Verify registered username is visible on Home page","firefox","2026-04-02","passed","2026-04-02","Registration Page","features\Register.feature.spec.js","",""
"","3142","Verify logged in user can access Stack page","webkit","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases","features\Home.feature.spec.js","",""
"","3580","Verify Try here link is present on Basic Operations page","webkit","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","3783","Example #7","webkit","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases > Validate alert when unregistered user clicks Get Started on card","features\Home.feature.spec.js","",""
"","3352","Verify Try here link is highlighted on hover","chromium","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","6044","Verify Arrays Using List link navigates to correct page","chromium","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","6357","Verify Try here link navigates to Editor page from Basic Operations","firefox","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","9096","Verify Register button is clickable","webkit","2026-04-02","passed","2026-04-02","Registration Page","features\Register.feature.spec.js","",""
"","4218","Example #3","webkit","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases > Validate alert when unregistered user selects from dropdown","features\Home.feature.spec.js","",""
"","10350","Example #3","firefox","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases > Validate alert when unregistered user clicks Get Started on card","features\Home.feature.spec.js","",""
"","12407","Example #4","firefox","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases > Validate alert when unregistered user selects from dropdown","features\Home.feature.spec.js","",""
"","3501","Verify user can sign out successfully from Array Practice page","webkit","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","5184","Verify user can land on DS Algo portal","webkit","2026-04-02","passed","2026-04-02","Launch Page - Non Functional Test Cases","features\Launch.feature.spec.js","",""
"","9706","Verify Arrays Using List link navigates to correct page","firefox","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","7015","Verify Applications of Array link is present","firefox","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","4024","Verify Deletion in list sub title is present","webkit","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","6086","Verify back arrow navigates back to Basic Operations page","chromium","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","6884","Verify Deleting From the End of an Array sub title is present","firefox","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","7229","Example #1","webkit","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases > Validate alert when unregistered user clicks Get Started on card","features\Home.feature.spec.js","",""
"","1326","Verify 7 cards are visible on Home page","chromium","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases","features\Home.feature.spec.js","",""
"","14877","Verify back arrow navigates back to Arrays in Python page","firefox","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
